,Mana,DBFLD,Name,Rarity,Card Set,Class,N,G,W1,W2,Type,Tribe,ATK,HP,Card Text,Keywords,Format,Tier List,,#Rarity,#Collection,#Class,(N) P-Total,(N) U-Total,(N) Gold,Missing,Use W1?,Use W2?,1-W1,1-W2,W-Total,(G) P-Total,(G) U-Total,(G) Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,48542,Dyn-o-matic,Rare,Boomsday,Warrior,2,1,80%,80%,Minion,Mech,3,4,Battlecry: Deal 5 damage randomly split among all minions except Mechs.,Battlecry,Standard,FALSE,,2,14,9,2,1,100,0,FALSE,FALSE,20%,20%,2,1,1,20,,,Epic,34,42,18,26,6,6,0,0,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,1,4,3,4,2,4,3,4,3,4,0,0
,5,48226,Giggling Inventor,Rare,Boomsday,Neutral,2,2,100%,100%,Minion,,2,1,Battlecry: Summon two 1/2 Mechs with Taunt and Divine Shield.,Battlecry,Standard,FALSE,,2,14,10,2,1,200,0,FALSE,FALSE,0%,0%,2,2,1,40,,,Legendary,13,15,9,11,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,0,2,0,0
,5,48644,Shrink Ray,Rare,Boomsday,Paladin,2,0,35%,35%,Spell,,,,Set the Attack and Health of all minions to 1.,,Standard,FALSE,,2,14,4,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Total,213,223,129,139,49,49,0,0,2,2,15,15,4,4,17,17,6,6,17,17,6,6,17,17,15,18,17,18,16,18,17,18,15,18,0,0
,6,49171,Arcane Dynamo,Rare,Boomsday,Neutral,2,1,30%,30%,Minion,,3,4,Battlecry: Discover a spell that costs (5) or more.,Battlecry,Standard,FALSE,,2,14,10,2,1,100,0,FALSE,FALSE,70%,70%,2,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,48799,Eureka!,Rare,Boomsday,Shaman,2,0,38%,38%,Spell,,,,Summon a copy of a random minion from your hand.,,Standard,FALSE,,2,14,7,2,1,0,0,FALSE,FALSE,62%,62%,2,0,1,0,,,Priest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,47924,Mechanical Whelp,Rare,Boomsday,Neutral,2,0,40%,40%,Minion,Mech,2,2,Deathrattle: Summon a 7/7 Mechanical Dragon.,Deathrattle,Standard,FALSE,,2,14,10,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,Type,Wild,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,6,48693,Meteorologist,Rare,Boomsday,Mage,2,0,30%,30%,Minion,,3,3,"Battlecry: For each card in your hand, deal 1 damage to a random enemy.",Battlecry,Standard,FALSE,,2,14,3,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,Playable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,48552,Missile Launcher,Rare,Boomsday,Neutral,2,1,30%,30%,Minion,Mech,4,4,"Magnetic At the end of your turn, deal 1 damage to all other characters.",Magnetic,Standard,FALSE,,2,14,10,2,1,100,0,FALSE,FALSE,70%,70%,2,1,1,20,,,Basic,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,48100,Security Rover,Rare,Boomsday,Warrior,2,0,35%,35%,Minion,Mech,2,5,"Whenever this minion takes damage, summon a 2/3 Mech with Taunt.",,Standard,FALSE,,2,14,9,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Common,76,76,42,42,12,12,0,0,2,2,4,4,2,2,6,6,4,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,6,47979,Spark Drill,Rare,Boomsday,Neutral,2,1,10%,10%,Minion,Mech,5,1,Rush Deathrattle: Add two 1/1 Sparks with Rush to your hand.,Deathrattle; Rush,Standard,FALSE,,2,14,10,2,1,100,0,FALSE,FALSE,90%,90%,2,1,1,20,,,Rare,67,70,40,40,10,10,0,0,0,0,4,6,2,2,5,6,2,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,6,48609,Tending Tauren,Rare,Boomsday,Druid,2,0,20%,20%,Minion,,3,4,Choose One - Give your other minions +1/+1; or Summon two 2/2 Treants.,Choose One,Standard,FALSE,,2,14,1,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,Epic,39,42,24,26,5,6,0,0,0,0,4,4,0,0,4,4,0,0,4,4,0,0,3,4,4,4,4,4,4,4,3,4,4,4,0,0
,10,48831,Mulchmuncher,Rare,Boomsday,Druid,2,0,30%,30%,Minion,Mech,8,8,Rush. Costs (1) less for each friendly Treant that died this game.,Rush,Standard,FALSE,,2,14,1,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,Legendary,9,15,5,11,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,2,1,2,0,2,1,2,1,2,0,0
,1,49018,Crystallizer,Epic,Boomsday,Neutral,1,0,35%,35%,Minion,,1,3,Battlecry: Deal 5 damage to your hero. Gain 5 Armor.,Battlecry,Standard,FALSE,,3,14,10,1,1,0,1,FALSE,TRUE,65%,65%,1.65,0,1,0,,,Total,211,223,131,139,48,49,0,0,2,2,13,15,4,4,16,17,6,6,17,17,6,6,16,17,17,18,17,18,16,18,16,18,17,18,0,0
,2,48770,Goblin Prank,Epic,Boomsday,Hunter,1,0,30%,30%,Spell,,,,Give a friendly minion +3/+3 and Rush. It dies at end of turn.,,Standard,FALSE,,3,14,2,1,1,0,1,FALSE,TRUE,70%,70%,1.7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,49175,Omega Mind,Epic,Boomsday,Shaman,2,0,15%,15%,Minion,,2,3,"Battlecry: If you have 10 Mana Crystals, your spells  have Lifesteal this turn.",Battlecry,Standard,FALSE,,3,14,7,2,1,0,0,FALSE,FALSE,85%,85%,2,0,1,0,,,Rogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,49269,Augmented Elekk,Epic,Boomsday,Neutral,2,0,30%,30%,Minion,Beast,3,4,"Whenever you shuffle a card into a deck, shuffle in an extra copy.",,Standard,FALSE,,3,14,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,Type,Wild,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,4,48040,Academic Espionage,Epic,Boomsday,Rogue,1,0,25%,25%,Spell,,,,Shuffle 10 cards from your opponent's class into your deck. They cost (1).,,Standard,FALSE,,3,14,6,1,1,0,1,FALSE,TRUE,75%,75%,1.75,0,1,0,,,Playable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,48524,Juicy Psychmelon,Epic,Boomsday,Druid,2,0,40%,40%,Spell,,,,"Draw a 7, 8, 9, and 10-Cost minion  from your deck.",,Standard,FALSE,,3,14,1,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,Basic,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,48508,Omega Defender,Epic,Boomsday,Neutral,2,0,20%,20%,Minion,,2,6,"Taunt Battlecry: If you have 10 Mana Crystals, gain +10 Attack.",Battlecry; Taunt,Standard,FALSE,,3,14,10,2,1,0,0,FALSE,FALSE,80%,80%,2,0,1,0,,,Common,76,78,40,42,10,12,2,2,2,2,4,4,2,2,6,6,4,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,4,48764,Prismatic Lens,Epic,Boomsday,Paladin,1,0,38%,38%,Spell,,,,Draw a minion and a spell from your deck. Swap their Costs.,,Standard,FALSE,,3,14,4,1,1,0,1,FALSE,TRUE,62%,62%,1.62,0,1,0,,,Rare,70,70,40,40,10,10,0,0,0,0,6,6,2,2,6,6,2,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,4,48527,Thunderhead,Epic,Boomsday,Shaman,1,0,35%,35%,Minion,Elemental,3,5,"After you play a card with Overload, summon two 1/1 Sparks with Rush.",,Standard,FALSE,,3,14,7,1,1,0,1,FALSE,TRUE,65%,65%,1.65,0,1,0,,,Epic,33,42,19,26,6,6,0,0,0,0,4,4,0,0,4,4,0,0,3,4,0,0,3,4,4,4,2,4,3,4,2,4,2,4,0,0
,4,48803,Unexpected Results,Epic,Boomsday,Mage,1,0,35%,35%,Spell,,,,Summon two random 2-Cost minions (improved by Spell Damage).,,Standard,FALSE,,3,14,3,1,1,0,1,FALSE,TRUE,65%,65%,1.65,0,1,0,,,Legendary,9,15,7,11,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,2,1,2,1,2,1,2,2,2,0,0
,4,48518,Weaponized Piñata,Epic,Boomsday,Neutral,2,0,35%,35%,Minion,Mech,4,3,Deathrattle: Add a random Legendary minion to your hand.,Deathrattle,Standard,FALSE,,3,14,10,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Total,208,225,126,139,47,49,2,2,2,2,14,15,4,4,16,17,6,6,16,17,6,6,16,17,17,18,15,18,16,18,15,18,16,18,0,0
,5,49172,E.M.P. Operative,Epic,Boomsday,Neutral,1,0,30%,15%,Minion,,3,3,Battlecry: Destroy a Mech.,Battlecry,Standard,FALSE,,3,14,10,1,1,0,1,FALSE,TRUE,70%,85%,1.85,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,48415,Holomancer,Epic,Boomsday,Neutral,2,0,5%,5%,Minion,,3,3,"After your opponent plays a minion, summon a 1/1 copy of it.",,Standard,FALSE,,3,14,10,2,1,0,0,FALSE,FALSE,95%,95%,2,0,1,0,,,Shaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,49176,Loose Specimen,Epic,Boomsday,Neutral,2,0,30%,30%,Minion,Beast,6,6,Battlecry: Deal 6 damage randomly split among other friendly minions.,Battlecry,Standard,FALSE,,3,14,10,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,Type,Wild,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,5,48748,Necrium Vial,Epic,Boomsday,Rogue,1,0,40%,40%,Spell,,,,Trigger a friendly minion's Deathrattle twice.,,Standard,TRUE,,3,14,6,1,1,0,1,FALSE,TRUE,60%,60%,1.6,0,1,0,,,Playable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,47856,Necromechanic,Epic,Boomsday,Hunter,2,0,35%,35%,Minion,,3,6,Your Deathrattles trigger twice.,,Standard,FALSE,,3,14,2,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Basic,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,49167,Omega Agent,Epic,Boomsday,Warlock,2,0,30%,30%,Minion,,4,5,"Battlecry: If you have 10 Mana Crystals, summon  2 copies of this minion.",Battlecry,Standard,FALSE,,3,14,8,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,Common,74,76,42,42,12,12,0,0,2,2,4,4,2,2,4,6,4,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,5,49013,Power Word: Replicate,Epic,Boomsday,Priest,2,1,20%,20%,Spell,,,,Choose a friendly minion. Summon a 5/5 copy of it.,,Standard,FALSE,,3,14,5,2,1,400,0,FALSE,FALSE,80%,80%,2,1,1,100,,,Rare,70,70,40,40,10,10,0,0,0,0,6,6,2,2,6,6,2,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,5,49416,Reckless Experimenter,Epic,Boomsday,Priest,2,0,39%,39%,Minion,,4,6,"Deathrattle minions you play cost (3) less, but die at the end of the turn.",,Standard,FALSE,,3,14,5,2,1,0,0,FALSE,FALSE,61%,61%,2,0,1,0,,,Epic,38,42,22,26,6,6,0,0,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,3,4,2,4,4,4,4,4,3,4,0,0
,5,48753,Seaforium Bomber,Epic,Boomsday,Neutral,0,0,20%,20%,Minion,,5,5,"Battlecry: Shuffle a Bomb into your opponent's deck. When drawn, it explodes for 5 damage.",Battlecry,Standard,FALSE,,3,14,10,0,0,0,2,TRUE,TRUE,80%,80%,1.6,0,0,0,,,Legendary,13,15,9,11,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,2,1,2,2,2,2,2,2,2,0,0
,5,48526,Supercollider,Epic,Boomsday,Warrior,2,0,75%,75%,Weapon,,1,,"After you attack a minion, force it to attack one of its neighbors.",,Standard,FALSE,,3,14,9,2,1,0,0,FALSE,FALSE,25%,25%,2,0,1,0,,,Total,215,223,133,139,49,49,0,0,2,2,15,15,4,4,15,17,6,6,17,17,6,6,17,17,16,18,15,18,18,18,18,18,17,18,0,0
,6,48823,Ectomancy,Epic,Boomsday,Warlock,2,0,30%,30%,Spell,,,,Summon copies of all Demons you control.,,Standard,FALSE,,3,14,8,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,48989,Glowstone Technician,Epic,Boomsday,Paladin,2,1,15%,15%,Minion,,3,4,Battlecry: Give all minions in your hand +2/+2.,Battlecry,Standard,FALSE,,3,14,4,2,1,400,0,FALSE,FALSE,85%,85%,2,1,1,100,,,Warlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,48195,Astromancer,Epic,Boomsday,Mage,2,0,50%,50%,Minion,,5,5,Battlecry: Summon a random minion with Cost equal to your hand size.,Battlecry,Standard,FALSE,,3,14,3,2,1,0,0,FALSE,FALSE,50%,50%,2,0,1,0,,,Type,Wild,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,7,48142,Beryllium Nullifier,Epic,Boomsday,Warrior,1,1,20%,20%,Minion,Mech,3,8,Magnetic Can't be targeted by spells or Hero Powers.,UntargetableMagnetic,Standard,FALSE,,3,14,9,2,1,0,0,FALSE,FALSE,80%,80%,2,1,1,0,,,Playable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,48612,Dreampetal Florist,Epic,Boomsday,Druid,0,1,80%,35%,Minion,,4,4,"At the end of your turn, reduce the Cost of a random minion in your hand by (7).",,Standard,FALSE,,3,14,1,1,1,0,1,FALSE,TRUE,20%,65%,1.65,1,1,0,,,Basic,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,49195,Star Aligner,Epic,Boomsday,Neutral,2,0,40%,40%,Minion,,7,7,"Battlecry: If you control 3 minions with 7 Health, deal 7 damage to all enemies.",Battlecry,Standard,FALSE,,3,14,10,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,Common,76,78,40,42,10,12,2,2,2,2,4,4,2,2,6,6,4,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,1,48837,Floop's Glorious Gloop,Legendary,Boomsday,Druid,1,0,35%,,Spell,,,,"Whenever a minion dies this turn, gain 1 Mana Crystal this turn only.",,Standard,FALSE,,4,14,1,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,Rare,70,70,40,40,10,10,0,0,0,0,6,6,2,2,6,6,2,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,1,49423,The Soularium,Legendary,Boomsday,Warlock,1,0,80%,,Spell,,,,"Draw 3 cards. At the end of your turn, discard them.",,Standard,FALSE,,4,14,8,1,1,0,0,FALSE,FALSE,20%,100%,1,0,1,0,,,Epic,34,42,22,26,6,6,0,0,0,0,3,4,0,0,2,4,0,0,4,4,0,0,3,4,1,4,4,4,4,4,3,4,4,4,0,0
,2,48637,Crystalsmith Kangor,Legendary,Boomsday,Paladin,0,0,30%,,Minion,,1,2,"Divine Shield, Lifesteal Your healing is doubled.",Divine Shield; Lifesteal,Standard,FALSE,,4,14,4,0,0,0,1,TRUE,FALSE,70%,100%,0.7,0,0,0,,,Legendary,12,15,9,11,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,2,2,2,2,2,2,2,1,2,0,0
,3,48537,Electra Stormsurge,Legendary,Boomsday,Shaman,1,0,65%,,Minion,Elemental,3,3,Battlecry: Your next spell this turn casts twice.,Battlecry,Standard,FALSE,,4,14,7,1,1,0,0,FALSE,FALSE,35%,100%,1,0,1,0,,,Total,212,225,131,139,47,49,2,2,2,2,14,15,4,4,15,17,6,6,17,17,6,6,15,17,14,18,18,18,18,18,17,18,17,18,0,0
,3,47982,Stargazer Luna,Legendary,Boomsday,Mage,0,0,40%,,Minion,,2,4,"After you play the right-most card in your hand, draw a card.",,Standard,TRUE,,4,14,3,0,0,0,1,TRUE,FALSE,60%,100%,0.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,48757,Flobbidinous Floop,Legendary,Boomsday,Druid,1,0,90%,,Minion,,3,4,"While in your hand, this is a 3/4 copy of the last minion you played.",,Standard,FALSE,,4,14,1,1,1,0,0,FALSE,FALSE,10%,100%,1,0,1,0,,,Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,49201,Harbinger Celestia,Legendary,Boomsday,Neutral,1,0,10%,,Minion,,5,6,"Stealth After your opponent plays a minion, become a copy of it.",Stealth,Standard,FALSE,,4,14,10,1,1,0,0,FALSE,FALSE,90%,100%,1,0,1,0,,,Type,Wild,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,4,50477,Whizbang the Wonderful,Legendary,Boomsday,Neutral,0,0,0%,,Minion,,4,5,You start the game with one of Whizbang's Wonderful Decks!,,Standard,FALSE,,4,14,10,0,0,0,1,TRUE,FALSE,100%,100%,1,0,0,0,,,Playable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,48159,Myra Rotspring,Legendary,Boomsday,Rogue,1,0,40%,,Minion,,4,2,Battlecry: Discover a Deathrattle minion. Also gain its Deathrattle.,Battlecry,Standard,FALSE,,4,14,6,1,1,0,0,FALSE,FALSE,60%,100%,1,0,1,0,,,Basic,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,48487,Myra's Unstable Element,Legendary,Boomsday,Rogue,1,0,40%,,Spell,,,,Draw the rest of your deck.,,Standard,FALSE,,4,14,6,1,1,0,0,FALSE,FALSE,60%,100%,1,0,1,0,,,Common,76,76,42,42,12,12,0,0,2,2,4,4,2,2,6,6,4,4,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,5,49447,Subject 9,Legendary,Boomsday,Neutral,0,0,40%,,Minion,Beast,4,4,Battlecry: Draw 5 different Secrets from your deck.,Battlecry,Standard,TRUE,,4,14,10,0,0,0,1,TRUE,FALSE,60%,100%,0.6,0,0,0,,,Rare,70,70,40,40,10,10,0,0,0,0,6,6,2,2,6,6,2,2,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,0,0
,5,49184,Zilliax,Legendary,Boomsday,Neutral,1,0,70%,,Minion,Mech,3,2,"Magnetic Divine Shield, Taunt, Lifesteal, Rush",Divine Shield; Lifesteal; Magnetic; Rush; Taunt,Standard,FALSE,,4,14,10,1,1,0,0,FALSE,FALSE,30%,100%,1,0,1,0,,,Epic,37,42,24,26,6,6,0,0,0,0,4,4,0,0,3,4,0,0,4,4,0,0,2,4,3,4,4,4,3,4,4,4,4,4,0,0
,6,48203,"Zerek, Master Cloner",Legendary,Boomsday,Priest,0,0,15%,,Minion,,5,5,"Deathrattle: If you've cast any spells on this minion, resummon it.",Deathrattle,Standard,FALSE,,4,14,5,0,0,0,1,TRUE,FALSE,85%,100%,0.85,0,0,0,,,Legendary,14,15,11,11,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,0,0
,7,47841,Boommaster Flark,Legendary,Boomsday,Hunter,1,0,20%,,Minion,,5,5,Battlecry: Summon four 0/2 Goblin Bombs.,Battlecry,Standard,FALSE,,4,14,2,1,1,0,0,FALSE,FALSE,80%,100%,1,0,1,0,,,Total,217,223,137,139,49,49,0,0,2,2,14,15,4,4,16,17,6,6,17,17,6,6,15,17,17,18,18,18,17,18,18,18,18,18,0,0
,7,48146,"Dr. Boom, Mad Genius",Legendary,Boomsday,Warrior,1,0,80%,,Hero,,,30,"Battlecry: For the rest of the game, your Mechs have Rush.",Battlecry,Standard,FALSE,,4,14,9,1,1,0,0,FALSE,FALSE,20%,100%,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,49009,Kangor's Endless Army,Legendary,Boomsday,Paladin,0,0,30%,,Spell,,,,Resurrect 3 friendly Mechs. They keep any Magnetic upgrades.,,Standard,FALSE,,4,14,4,0,0,0,1,TRUE,FALSE,70%,100%,0.7,0,0,0,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,48198,Luna's Pocket Galaxy,Legendary,Boomsday,Mage,0,0,30%,,Spell,,,,Change the Cost of minions in your deck to (1).,,Standard,FALSE,,4,14,3,0,0,0,1,TRUE,FALSE,70%,100%,0.7,0,0,0,,,Type,Wild,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,7,48161,The Storm Bringer,Legendary,Boomsday,Shaman,1,0,15%,,Spell,,,,Transform your minions into random Legendary minions.,,Standard,FALSE,,4,14,7,1,1,0,0,FALSE,FALSE,85%,100%,1,0,1,0,,,Playable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,48717,Dr. Morrigan,Legendary,Boomsday,Warlock,0,0,5%,,Minion,,5,5,Deathrattle: Swap this with a minion from your deck.,Deathrattle,Standard,FALSE,,4,14,8,0,0,0,1,TRUE,FALSE,95%,100%,0.95,0,0,0,,,Basic,86,86,86,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,48670,Flark's Boom-Zooka,Legendary,Boomsday,Hunter,0,0,30%,,Spell,,,,"Summon 3 minions from your deck. They attack enemy minions, then die.",,Standard,FALSE,,4,14,2,0,0,0,1,TRUE,FALSE,70%,100%,0.7,0,0,0,,,Common,540,540,300,300,80,80,0,0,18,18,44,44,12,12,44,44,14,14,46,46,18,18,44,44,44,44,44,44,44,44,44,44,44,44,0,0
,9,47928,The Boomship,Legendary,Boomsday,Warrior,1,0,40%,,Spell,,,,Summon 3 random minions from your hand. Give them Rush.,,Standard,FALSE,,4,14,9,1,1,0,0,FALSE,FALSE,60%,100%,1,0,1,0,,,Rare,260,262,158,158,68,68,4,4,8,8,20,20,4,4,18,18,8,8,18,18,6,6,16,18,18,18,18,18,18,18,18,18,18,18,0,0
,9,49421,Zerek's Cloning Gallery,Legendary,Boomsday,Priest,1,0,35%,,Spell,,,,Summon a 1/1 copy of each minion in your deck.,,Standard,FALSE,,4,14,5,1,1,0,0,FALSE,FALSE,65%,100%,1,0,1,0,,,Epic,161,192,91,108,17,18,4,4,4,4,14,16,0,0,14,18,2,4,15,18,2,2,15,18,16,18,13,18,14,18,17,18,14,18,0,0
,10,48625,Mecha'thun,Legendary,Boomsday,Neutral,0,0,40%,,Minion,Mech,10,10,"Deathrattle: If you have no cards in your deck, hand, and battlefield, destroy the enemy hero.",Deathrattle,Standard,TRUE,,4,14,10,0,0,0,1,TRUE,FALSE,60%,100%,0.6,0,0,0,,,Legendary,100,117,40,47,21,22,4,5,6,6,9,11,5,5,7,10,5,5,11,12,5,5,8,11,3,5,5,5,5,5,4,5,2,5,0,0
,0,47222,Zap!,Common,Woods,Shaman,2,0,40%,40%,Spell,,,,Deal 2 damage to a minion. Overload: (1),Overload,Standard,FALSE,,1,13,7,2,1,0,0,FALSE,FALSE,60%,60%,2,0,1,0,,,Total,1147,1197,675,699,272,274,12,13,36,36,87,91,21,21,83,90,29,31,90,94,31,31,83,91,81,85,80,85,81,85,83,85,78,85,0,0
,1,48106,Swamp Dragon Egg,Common,Woods,Neutral,2,1,25%,25%,Minion,,0,3,Deathrattle: Add a random Dragon to your hand.,Deathrattle,Standard,FALSE,,1,13,10,2,1,50,0,FALSE,FALSE,75%,75%,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,47072,Swamp Leech,Common,Woods,Neutral,2,0,25%,25%,Minion,Beast,2,1,Lifesteal,Lifesteal,Standard,FALSE,,1,13,10,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,Card Expansion Weighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,46998,Witch's Apprentice,Common,Woods,Shaman,2,0,25%,25%,Minion,Beast,0,1,Taunt Battlecry: Add a random Shaman spell to your hand.,Battlecry; Taunt,Standard,FALSE,,1,13,7,2,1,0,0,FALSE,FALSE,75%,75%,2,0,1,0,,,All,Total,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
,1,47262,Witchwood Imp,Common,Woods,Warlock,2,0,35%,35%,Minion,Demon,1,1,Stealth Deathrattle: Give a random   friendly minion +2 Health.,Deathrattle; Stealth,Standard,FALSE,,1,13,8,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Common,464.3,,,,186.8,,,,,,80,,,,97.5,,,,100,,,,98,,98,,98,,98,,98,,98,,0,
,2,46897,Cheap Shot,Common,Woods,Rogue,2,0,35%,35%,Spell,,,,Echo  Deal 2 damage to a minion.,Echo,Standard,FALSE,,1,13,6,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Rare,375.85,,,,157.85,,,,,,73.3,,,,71.75,,,,72,,,,71.6,,72,,71.65,,72,,72,,72,,0,
,2,47549,Divine Hymn,Common,Woods,Priest,2,1,45%,45%,Spell,,,,Restore 6 Health to all friendly characters.,,Standard,FALSE,,1,13,5,2,1,50,0,FALSE,FALSE,55%,55%,2,1,1,5,,,Epic,237.15,,,,70.9,,,,,,51.45,,,,52.25,,,,52.35,,,,51.36,,50.15,,51.35,,49.9,,50.57,,50.72,,0,
,2,47600,Ghost Light Angler,Common,Woods,Shaman,2,0,30%,30%,Minion,Murloc,2,2,Echo,Echo,Standard,FALSE,,1,13,7,2,1,0,0,FALSE,FALSE,70%,70%,2,0,1,0,,,Legendary,113.7,,,,31,,,,,,18.8,,,,19.3,,,,20.6,,,,18.32,,20.35,,22.1,,22.25,,22.1,,20.4,,0,
,2,47930,Hunting Mastiff,Common,Woods,Hunter,2,0,35%,35%,Minion,Beast,2,1,Echo Rush,Echo; Rush,Standard,FALSE,,1,13,2,2,1,0,0,FALSE,FALSE,65%,65%,2,0,1,0,,,Druid,Total,,Standard,,Classic,,Promo,,Naxx,,GvG,,BRM,,TGT,,LoE,,TOG,,Kara,,MSG,,UG,,KFT,,KnC,,Woods,,Boomsday,,WI 18,
